COD,LOC,REF,PRC,QTD
37066,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 50mm Femea x Femea O PAR 37.066,4.10,0.00
37053,FERRAMENTA / FERRAGEM,Espaçador M3 de Bronze 8mm Femea x Femea O PAR 37.053,1.25,0.00
35042,ELETRONICA / ESPACADOR,Espaçador Nr4 Iet 005 para Circuito Integrado 35.042,0.25,40.00
350441,ELETRONICA / ESPACADOR,Espaçador Preto 35.044.1,0.25,35.00
1024001,FIOS E CABOS / FLATCABLE,Espaguete Comum  1mm 10.24.001 :IB1,0.30,223.85
1024002,FIOS E CABOS / ESPAGUETE,Espaguete Comum  2mm 10.24.002 :IB1,0.40,375.00
1024003,FIOS E CABOS / ESPAGUETE,Espaguete Comum  3mm 10.24.003 ,0.50,406.84
1024004,FIOS E CABOS / ESPAGUETE,Espaguete Comum  4mm 10.24.004 :IB1,0.60,357.31
1024005,FIOS E CABOS / ESPAGUETE,Espaguete Comum  5mm 10.24.005 :IB1,0.70,175.90
1024006,FIOS E CABOS / ESPAGUETE,Espaguete Comum  6mm 10.24.006 ,0.80,142.45
1024007,FIOS E CABOS / ESPAGUETE,Espaguete Comum  7mm 10.24.007,0.90,485.00
1024008,FIOS E CABOS / ESPAGUETE,Espaguete Comum  8mm 10.24.008 ,1.00,300.00
1024009,FIOS E CABOS / ESPAGUETE,Espaguete Comum  9mm 10.24.009 :IA1,1.10,272.50
1024010,FIOS E CABOS / ESPAGUETE,Espaguete Comum 10mm 10.24.010 :IA1,1.20,268.00
1024011,FIOS E CABOS / ESPAGUETE,Espaguete Comum 11mm 10.24.011 :IA1,1.30,183.80
1024012,FIOS E CABOS / ESPAGUETE,Espaguete Comum 12mm 10.24.012 :IA1,1.40,166.35
1024013,FIOS E CABOS / ESPAGUETE,Espaguete Comum 13mm 10.24.013 :IA1,1.50,117.50
1024014,FIOS E CABOS / ESPAGUETE,Espaguete Comum 14mm 10.24.014 :IA1,1.60,183.80
1024015,FIOS E CABOS / ESPAGUETE,Espaguete Comum 15mm 10.24.015 :IA1,1.70,207.30
1024016,FIOS E CABOS / ESPAGUETE,Espaguete Comum 20mm 10.24.016 :IA1,1.80,46.60
1025000AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,0 mm Azul Parede Normal 10.25.000AZ :EA",1.20,219.72
1025000PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,0 mm Preto Parede Normal 10.25.000PT :EA",1.20,1154.09
1025000VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,0 mm Verde Parede Normal 10.25.000VD",1.20,115.75
1025000VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,0 mm Vermelho Parede Normal 10.25.000VM :EA",1.20,233.67
1025001CZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,5mm Cinza Parede Normal 10.25.001CZ :EA",1.30,286.78
1025001PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,5mm Preto Parede Normal 10.25.001PT :EA",1.30,391.05
1025001VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,5mm Verde Parede Normal 10.25.001VD :EA",1.30,311.10
1025001VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  1,5mm Vermelho Parede Normal 10.25.001VM :EA",1.30,371.13
1025013AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,0mm Azul Parede Normal 10.25.013AZ :EA",1.40,341.59
1025013PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,0mm Preto Parede Normal 10.25.013PT :EA",1.40,1211.80
1025013VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,0mm Verde Parede Normal 10.25.013VD",1.40,123.33
1025013VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,0mm Vermelho Parede Normal 10.25.013VM :EA",1.40,407.30
1025002AM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Amarelo Parede Normal 10.25.002AM",1.60,101.70
1025002AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Azul Parede Normal 10.25.002AZ :EA",1.60,148.00
1025002BR,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Branco Parede Normal 10.25.002BR",1.60,189.15
1025002IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Incolor Parede Normal 10.25.002IN :EA",1.60,420.45
1025002PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Preto Parede Normal 10.25.002PT",1.60,-1.00
1025002VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Verde Parede Normal 10.25.002VD :EA",1.60,236.60
1025002VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  2,5mm Vermelho Parede Normal 10.25.002VM :EA",1.60,252.00
1025003AM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Amarelo Parede Normal 10.25.003AM ",1.70,186.00
1025003AZB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Azul Parede Fina 10.25.003AZB :EA",1.20,502.80
1025003AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Azul Parede Normal 10.25.003AZ  :EA",1.70,229.65
1025003BR,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Branco Parede Normal 10.25.003BR",1.70,108.80
1025003IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Incolor Parede Normal 10.25.003IN :EA",1.70,205.40
1025003PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Preto Parede Normal 10.25.003PT",1.70,167.00
1025003VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Verde Parede Normal 10.25.003VD :EA",1.70,262.68
1025003VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,0mm Vermelho Parede Normal 10.25.003VM ",1.70,149.65
1025014PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,5mm Preto Parede Normal 10.25.014PT",1.80,166.00
1025014VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,5mm Verde Parede Normal 10.25.014VD :EA",1.80,412.90
1025014VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  3,5mm Vermelho Parede Normal 10.25.014VM :EA",1.80,323.10
1025015PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,0mm Preto Parede Normal 10.25.015PT :EA",1.90,542.25
1025015VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,0mm Verde Parede Normal 10.25.015VD",1.90,105.90
1025015VMB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,0mm Vermelho Parede Fina 10.25.015VMB :EA",1.40,146.05
1025015VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,0mm Vermelho Parede Normal 10.25.015VM :EA",1.90,304.88
1025016PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,5mm Preto Parede Normal 10.25.016PT  :EA",2.20,186.50
1025016VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,5mm Verde Parede Normal 10.25.016VD",2.20,71.87
1025016VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  4,5mm Vermelho Parede Normal 10.25.016VM",2.20,58.57
1025004AMB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Amarelo Parede Fina 10.25.004AMB",1.60,8.45
1025004AM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Amarelo Parede Normal 10.25.004AM",2.50,52.50
1025004AZB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Azul Parede Fina 10.25.004AZB ",1.60,95.00
1025004AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Azul Parede Normal 10.25.004AZ ",2.50,88.50
1025004BR,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Branco Parede Normal 10.25.004BR  :EA",2.50,122.90
1025004IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Incolor Parede Normal 10.25.004IN  :EA",2.50,208.50
1025004MR,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Marrom Parede Normal 10.25.004MR",2.50,57.00
1025004PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Preto Parede Normal 10.25.004PT :EA",2.50,82.79
1025004VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Verde Parede Normal 10.25.004VD",2.50,97.30
1025004VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  5,0mm Vermelho Parede Normal 10.25.004VM",2.50,0.50
1025017AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Azul Parede Normal 10.25.017AZ",2.90,74.72
1025017IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Incolor Parede Normal 10.25.017IN",2.90,46.20
1025017PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Preto Parede Normal 10.25.017PT  :EA",2.90,142.50
1025017RX,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Roxo Parede Normal 10.25.017RX",2.90,72.60
1025017VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Verde Parede Normal 10.25.017VD",2.90,63.80
1025017VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  6,0mm Vermelho Parede Normal 10.25.017VM :EA",2.90,203.78
1025018IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  7,0mm Incolor Parede Normal 10.25.018IN",3.50,27.79
1025018PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  7,0mm Preto Parede Normal 10.25.018PT :EA",3.50,180.54
1025018VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  7,0mm Verde Parede Normal 10.25.018VD",3.50,0.00
1025019IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  8,0mm Incolor Parede Normal 10.25.019IN :EA",3.80,127.90
1025019PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  8,0mm Preto Parede Normal 10.25.019PT :EA",3.80,213.65
1025019VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  8,0mm Verde Parede Normal 10.25.019VD :EA",3.80,261.30
1025019VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  8,0mm Vermelho Parede Normal 10.25.019VM :EA",3.80,173.61
1025020AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Azul Parede Normal 10.25.020AZ  :EA",3.90,142.40
1025020IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Incolor Parede Normal 10.25.020IN :EA",3.90,217.00
1025020PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Preto Parede Normal 10.25.020PT",3.90,94.06
1025020RX,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Roxo Parede Normal 10.25.020RX",3.90,76.50
1025020VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Verde Parede Normal 10.25.020VD :EA",3.90,117.43
1025020VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil  9,0mm Vermelho Parede Normal 10.25.020VM :EA",3.90,169.51
1025021IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 10,0mm Incolor Parede Normal 10.25.021IN  :EA",4.50,231.70
1025021PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 10,0mm Preto Parede Normal 10.25.021PT  :EA",4.50,195.73
1025021VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 10,0mm Verde Parede Normal 10.25.021VD :EA",4.50,120.00
1025021VMB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 10,0mm Vermelho Parede Fina 10.25.021VMB :EA",2.50,249.20
1025021VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 10,0mm Vermelho Parede Normal 10.25.021VM",4.50,85.00
1025022AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 12,0mm Azul Parede Normal 10.25.022AZ ",5.00,104.50
1025022IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 12,0mm Incolor Parede Normal 10.25.022IN",5.00,82.80
1025022PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 12,0mm Preto Parede Normal 10.25.022PT",5.00,35.70
1025022VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 12,0mm Verde Parede Normal 10.25.022VD :EA",5.00,131.00
1025022VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 12,0mm Vermelho Parede Normal 10.25.022VM ",5.00,84.75
1025007PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 13,0mm Preto Parede Normal 10.25.007PT :EA",5.50,104.60
1025007VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 13,0mm Verde Parede Normal 10.25.007VD",5.50,1.05
1025023AZ,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 14,0mm Azul Parede Normal 10.25.023AZ",6.20,77.30
1025023PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 14,0mm Preto Parede Normal 10.25.023PT :EA",6.20,135.80
1025023VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 14,0mm Verde Parede Normal 10.25.023VD  :EA",6.20,369.50
1025023VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 14,0mm Vermelho Parede Normal 10.25.023VM  :EA",6.20,122.95
1025008BR,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 16,0mm Branco Parede Normal 10.25.008BR :EA",7.50,112.40
1025008IN,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 16,0mm Incolor Parede Normal 10.25.008IN",7.50,92.95
1025008PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 16,0mm Preto Parede Normal 10.25.008PT :EA",7.50,100.32
1025008VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 16,0mm Verde Parede Normal 10.25.008VD :EA",7.50,105.70
1025008VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 16,0mm Vermelho Parede Normal 10.25.008VM :EA",7.50,141.41
1025009PTB,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 18,0mm Preto Parede Fina 10.25.009PTB",5.90,4.10
1025009PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 18,0mm Preto Parede Normal 10.25.009PT",8.90,77.31
1025009Vd,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 18,0mm Verde Parede Normal 10.25.009VD",8.90,72.10
1025009VM,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 18,0mm Vermelho Parede Normal 10.25.009VM",8.90,99.40
1025010PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 19,1mm Preto Parede Normal 10.25.010PT",9.80,18.00
1025010VD,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil 19,1mm Verde Parede Normal 10.25.010VD",9.80,11.20
1025024IN,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 20mm Incolor Parede Normal 10.25.024IN  :EA,10.90,109.48
1025024PT,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 20mm Preto Parede Normal 10.25.024PT,10.90,55.59
1025024VD,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 20mm Verde Parede Normal 10.25.024VD,10.90,87.30
1025024VM,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 20mm Vermelho Parede Normal 10.25.024VM,10.90,64.30
1025011IN,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 25mm Incolor Parede Normal 10.25.011IN,12.90,28.58
1025011PT,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 25mm Preto Parede Normal 10.25.011PT,12.90,21.50
1025011VD,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 25mm Verde Parede Normal 10.25.011VD,12.90,35.20
1025011VM,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 25mm Vermelho Parede Normal 10.25.011VM,12.90,54.45
1025025PT,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 30mm Preto Parede Normal 10.25.025PT,15.90,47.63
1025025Vd,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 30mm Verde Parede Normal 10.25.025Vd :EA,15.90,130.00
1025025VM,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 30mm Vermelho Parede Normal 10.25.025VM :EA,15.90,120.70
1025012VD,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 32mm Verde Parede Normal 10.25.012VD,17.90,2.10
1025012VM,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 32mm Vermelho Parede Normal 10.25.012VM,17.90,1.00
1025026PT,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 35mm Preto Parede Normal 10.25.026PT :EA,25.90,57.66
1025026VD,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 35mm Verde Parede Normal 10.25.026VD  :EA,25.90,97.40
1025026VM,FIOS E CABOS / TER RETRA,Espaguete Termo Retratil 35mm Vermelho Parede Normal 10.25.026VM  :EA,25.90,93.50
1025031PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil Adesivado  3,2mm Preto 10.25.031PT  (O METRO) :IC3",9.80,13.03
1025032PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil Adesivado  6,4mm Preto 10.25.032PT  (O METRO) :IC3",14.90,6.98
1025033PT,FIOS E CABOS,"Espaguete Termo Retratil Adesivado  9,5mm Preto 10.25.033PT  (O METRO)  :IC3",21.90,19.00
1025034PT,FIOS E CABOS / TER RETRA,"Espaguete Termo Retratil Adesivado 12,5mm Preto 10.25.034PT (O METRO) :IC3",24.90,27.50
4906018,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 1 Furo Grande Speakon 49.06.018 CADA,5.20,2.00
4906024,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 1 Furo Jack Canon 49.06.024 CADA,5.20,3.00
4906022,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 1 Furo Jack J10 49.06.022 CADA,5.20,0.00
4906019,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 2 Furo Grande Speakon 49.06.019 CADA,5.20,0.00
4906023,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 2 Furo Jack Canon 49.06.023 CADA,5.20,20.00
4906020,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico 2 Furo Jack J10 49.06.020 CADA,6.80,1.00
4906021,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Metalico Cego 49.06.021 CADA,5.20,0.00
4906006,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico 1 Furo Grande Speakon 49.06.006 CADA,2.50,0.00
7898253493365,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico 1 Furo Jack J10 49.06.016 CADA,2.50,9.00
7898253493402,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico 2 Furo Grande Speakon 49.06.007,2.50,7.00
7898253493389,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico 2 Furo Jack Canon 49.06.017 CADA,2.50,2.00
4906008,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico 2 Furo Jack J10 49.06.008 CADA,2.50,0.00
7898253493419,ALTO FALANTE / OUTROS,Espelho para Caixa Acustica Plastico Cego 49.06.014 CADA,2.50,10.00
4961415050522,FERRAMENTA / SUGADOR,Esponja Metalica com Suporte 599 Hikari 21J121,59.80,8.00
420216,FERRAMENTA,Esponja Para Ferro Ceteisa PREÇO DE CADA ESPONJA 42.021.6 ,3.90,0.00
7898933303069,MUSICA / FONE MICROFONE,Espuma para Microfone 49.028.8,6.30,3.00
esquema,ESQUEMA,Esquema,1.00,0.00
7893007718947,FERRAMENTA,Estação de Retrabalho 220V HK939 ESD Hikari 21K014U,893.90,2.00
7899471851555,FERRAMENTA,Estação de Solda 50W 110V 42.01.010.110V,149.80,10.00
7899471851562,FERRAMENTA,Estação de Solda 50w 220V 42.01.010 220V ,149.80,46.00
7899810401427,FERRAMENTA,Estação de Solda Analogica 60W x 110V HK936A Hikari 21J407,336.60,8.00
7893007716394,FERRAMENTA,Estação de Solda Analogica 60W x 220V HK936B Hikari  21J176U,336.60,15.00
7898094332861,FERRAMENTA,Estilete 18mm  ES180 50.027,5.90,10.00
7897186008059,FERRAMENTA,Estilete 18mm Largo com 10 lâminas  50.027.3  :AC4,10.80,18.00
7899126615273,FERRAMENTA,Estilete 18mm Pro com 3 lâminas  50.027.5,13.90,0.00
7893007718749,FERRAMENTA,Exaustor de Bancada HK-707 ESD Hikari  21J605,352.80,0.00
7898542002247,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  3 m BR 15.07.001BR,16.90,5.00
7898542001813,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  3 m Color 15.07.001COR,16.90,5.00
7898542001660,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  3 m CZ 15.07.001CZ  :BA3,16.90,9.00
7898542001707,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  3 m CZ 2P+T 15.07.006CZ,22.90,8.00
7898542002254,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  3 m PT 15.07.001PT,16.90,9.00
7898542002261,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m Br 15.07.002BR  :BA2,19.80,12.00
7898542002353,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m BR 2P+T 15.07.007BR  :BA3,32.80,8.00
7898542001615,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m CZ 15.07.002CZ  :BA2,19.80,14.00
7898542001752,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m CZ 2P+T 15.07.007CZ ,32.80,12.00
7898542002278,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m Preta 15.07.002PT :BA2,19.80,12.00
7898493996534,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi  5 m RotativBR 15.07.005BR :BA3,29.80,14.00
7898322646043,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi 10 m 1693 CZ 15.07.003CZ,31.20,2.00
7898542002292,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi 10 m 1693 PT 15.07.003PT :BA3,31.20,9.00
7898542002285,CABO MONTADO / EXTENSAO,Extensão com Cordão Flexivel Paralelo Ilumi 10 m 1696 BR 15.07.003BR :BA3,31.20,8.00
7898943392992,CABO MONTADO / EXTENSAO,Extensão Cordão Prolongador Ilumi  3 m Branco 2P 15.07.008BR,16.90,11.00
7898943393128,CABO MONTADO / EXTENSAO,Extensão Cordão Prolongador Ilumi  3 m Cinza 2P 15.07.008CZ,16.90,13.00
7898943392893,CABO MONTADO / EXTENSAO,Extensão Cordão Prolongador Ilumi  5 m Cinza 2P 15.07.009CZ,19.80,15.00
7896586814956,CABO MONTADO / EXTENSAO,Extensão Pop Spin Daneva Rotativa 5 m  15.07.004 :BA3,19.80,8.00
02-0160,ANTENA / ACESSORIOS,Extensor de Controle Remoto OmegaSat 26.070,110.00,2.00
7892234560930,CONECTOR / ADAPTADOR,Extensor Hdmi 3d 30 Metros Via Cabo De Rede Utp Rj45 Cat5e/6  27.049.71,36.90,12.00
1605008,CABO MONTADO / INFO DIM,"Extensor Teclado Mini DIN 1,8m 16.05.008",7.50,0.00
1605010,CABO MONTADO / INFO DIM,Extensor Teclado Mini DIN 3m 16.05.010,8.90,0.00
50005,FERRAMENTA / CHAVE,Extrator para Circuito Intregado 50.005,29.80,5.00
26005,ANTENA / CONECTOR,Femea Antena Fm 26.005   CX127,1.50,52.00
260343,ANTENA / CONECTOR,Femea F 90 Graus Base PCI 26.034.3,2.90,100.00
250651,CONECTOR,Femea Mini DIN 3  Furos 25.065.1   CX120,4.00,5.00
250665,CONECTOR,Femea Mini DIN 4 Furos PCI 11T 25.066.5   CX119,2.50,10.00
250663,CONECTOR,Femea Mini DIN 4 Furos PCI 180 Graus 25.066.3   CX119,1.90,24.00
250662,CONECTOR,Femea Mini DIN 4 Furos PCI 90 Graus 25.066.2   CX119,1.90,21.00
250664,CONECTOR,Femea Mini DIN 4 Furos PCI Metal 25.066.4   CX119,2.50,5.00
250681,CONECTOR,Femea Mini DIN 5  Furos 25.068.1   CX120,4.30,4.00
250721,CONECTOR,Femea Mini DIN 6  Furos Extensão 25.072.1,2.90,0.00
250731,CONECTOR,Femea Mini DIN 7  Furos 25.073.1   CX120,6.50,6.00
250742,CONECTOR,Femea Mini DIN 8  Furos 25.074.2   CX120,2.10,5.00
250403,CONECTOR,Femea P1 Mono sem Chave Placa 4T Mini 25.040.3   CX71,1.90,560.00
25046,CONECTOR,Femea P10 Mono com Chave Fechado 25.046   CX77 ,1.60,95.00
2501025,CONECTOR,Femea P10 Mono com Chave Fechado Emetal 25.01.025   CX75  :AB1,3.95,117.00
25053,CONECTOR,Femea P10 Mono com Chave Fechado para Circuito Impresso 25.053   CX78,2.20,3.00
25049,CONECTOR,Femea P10 Mono Extensão 25.049   CX79,1.90,0.00
25051,CONECTOR,Femea P10 Mono Metal Extensão 25.051  CX79,3.60,50.00
7899726404741,CONECTOR / P10,Femea P10 Mono sem Chave Aberto 25.045   CX74  :AB1,1.90,796.00
2501021,CONECTOR,Femea P10 Mono sem Chave Aberto 76 Emetal 25.01.021   CX76 ,3.95,83.00
250451,CONECTOR / P10,Femea P10 Mono sem Chave Aberto Injetado 25.045.1   CX75,3.50,0.00
7899726404765,CONECTOR,Femea P10 Mono sem Chave Aberto para Circuito Impresso 25.052.0   CX78  :AB1,1.50,66.00
250524,CONECTOR,Femea P10 Stereo com Chave Capa Fechado 25.052.4   CX85 :AB1,3.90,441.00
25042,CONECTOR,Femea P10 Stereo com Chave com Capa Fechado 25.042 CX84,2.90,1.00
25048,CONECTOR,Femea P10 Stereo com Chave Fechado 25.048   CX83,2.90,92.00
2505212,CONECTOR,Femea P10 Stereo com Chave Fechado Circuito Impresso 25.052.1.2 CX81 :AB1,3.30,62.00
25056,CONECTOR,Femea P10 Stereo com Chave Fechado para Circuito Impresso 25.056   CX81,1.70,5.00
25050,CONECTOR,Femea P10 Stereo Extensão 25.050   CX86  :AB1,1.90,45.00
25054,CONECTOR,Femea P10 Stereo Extensão 25.054  CX86 ,1.00,27.00
25055,CONECTOR,Femea P10 Stereo Placa 5T C /R /A 25.055   CX81,1.40,1.00
7899726404772,CONECTOR,Femea P10 Stereo sem Chave Aberto 25.047   CX80 :AB1,2.90,85.00
25052,CONECTOR,Femea P10 Stereo sem Chave Aberto para Circuito Impresso 25.052 CX84,1.90,1.00
2501024,CONECTOR,Femea P10 Stereo sem Chave Capa Aberto 25.01.024   CX82 :AB1,3.95,144.00
25031,CONECTOR,"Femea P2 Mono Capa Preto J2 3,5mm 25.031   CX72",2.20,1.00
250371,CONECTOR,Femea P2 Mono com Chave Fechado J2 25.037.1   CX72,3.80,50.00
25038,CONECTOR,Femea P2 Mono Extensão 25.038   CX,1.50,0.00
250381,CONECTOR,Femea P2 Mono Placa 3T 25.038.1 :AB1 CX72,1.90,275.00
